PBSlen,4.2779797145915035
RTlen,9.58095013656761
RT-PBSlen,9.770225369937926
Edit_pos,7.856330180937928
Edit_len,0.5419997466653621
RHA_len,7.1441933870009695
type_sub,0.4989395969581377
type_ins,0.45103079863979245
type_del,0.38686734024852837
Tm1,73.0883347566627
Tm2,32.23366468797141
Tm2new,34.15977639082166
Tm3,79.61333468825967
Tm4,31.41564100108483
TmD,86.99805021317079
nGCcnt1,2.7732525503627192
nGCcnt2,5.33836986654092
nGCcnt3,5.78118287683824
fGCcont1,19.879753110769244
fGCcont2,13.667914440222775
fGCcont3,11.724377914018946
MFE3,3.99484027403342
MFE4,2.114476926159196
DeepSpCas9_score,18.133562777346093
